sentence_id,year,month,year_month,source,period,sentence,emotion,confidence
00241,2016,06,2016-06,bbc_news_tv,control,"for more on the impact that britain’s decision will have on the remaining member states, let’s turn to matthew amroliwala, who is in brussels.",neutral,0.960284
00242,2016,06,2016-06,bbc_news_tv,control,"she is speaking in washington, giving a lecture.",neutral,0.67842
00243,2016,06,2016-06,bbc_news_tv,control,the economy has already started to fall and it’s going to continue.,neutral,0.795163
00244,2016,06,2016-06,bbc_news_tv,control,"but clearly, borisjohnson, he was but dearly, boris johnson, he was very solemn but clearly, borisjohnson, he was very solemn today when he was talking, clearly wanting to appeal talking, dearly wanting to appeal to talking, clearly wanting to appeal to all areas of the electorate.",sadness,0.637466
00245,2016,06,2016-06,bbc_news_tv,control,"-- hearﬂands, which have no gordon.",neutral,0.711867
00246,2016,06,2016-06,bbc_news_tv,control,you followed the campaign closely and followed the campaign closely and i wonder what you made of the fact that immigration became such a dominant feature of the campaign in the dosing dominant feature of the campaign in the closing weeks.,surprise,0.974036
00247,2016,06,2016-06,bbc_news_tv,control,"very important note that i have just thank you, lucy.",joy,0.395759
00248,2016,06,2016-06,bbc_news_tv,control,that’s a huge opportunity to create jobs and growth now which any politician should grab with both hands.,neutral,0.560921
00249,2016,06,2016-06,bbc_news_tv,control,back to you.,neutral,0.870138
00250,2016,06,2016-06,bbc_news_tv,control,"the leave side, even though they were divided, they were actually come to an entry in terms of the messages.",neutral,0.949057
00251,2016,06,2016-06,bbc_news_tv,control,"first of all, apart from europe, there is no deep division in the conservative party on any other issue.",neutral,0.899083
00252,2016,06,2016-06,bbc_news_tv,control,"at 20 minutes to five, we ran now happened.",surprise,0.583698
00253,2016,06,2016-06,bbc_news_tv,control,the german chancellor has expressed great regret about the outcome.,sadness,0.967823
00254,2016,06,2016-06,bbc_news_tv,control,probably encourage eurosceptics in germany.,neutral,0.898209
00255,2016,06,2016-06,bbc_news_tv,control,"that wasn’t consistent throughout the campaign, and clearly a lot of members of your party feel that way.",neutral,0.89451
00256,2016,06,2016-06,bbc_news_tv,control,i think it has been a bit of a shock for the remain.,surprise,0.965985
00257,2016,06,2016-06,bbc_news_tv,control,"but at westminster, jubilate leave campaigners have been celebrating.",joy,0.97111
00258,2016,06,2016-06,bbc_news_tv,control,the leave campaign won last night’s referendum by 52% to 48%.,joy,0.771941
00259,2016,06,2016-06,bbc_news_tv,control,-- bright tie.,neutral,0.506226
00260,2016,06,2016-06,bbc_news_tv,control,we will talk later on.,neutral,0.844843
00261,2016,06,2016-06,bbc_news_tv,control,we will get a reaction from our political correspondent.,neutral,0.932843
00262,2016,06,2016-06,bbc_news_tv,control,let’s look at the picture in scotland.,neutral,0.950307
00263,2016,06,2016-06,bbc_news_tv,control,"they have been careful, moderate, measured in their language, but you get the sense the more you hear them speak that there is a steely determined miss underneath that about the speed of these negotiations and what they want.",neutral,0.904953
00264,2016,06,2016-06,bbc_news_tv,control,misty and cool heavy downpours in scotland.,neutral,0.747348
00265,2016,06,2016-06,bbc_news_tv,control,the lightning downpour: in places.,surprise,0.559886
00266,2016,06,2016-06,bbc_news_tv,control,"we can control our own borders in a way that is not discriminatory, but fair and balanced, and take the wind out of the sails of the extremists and those who would play politics with immigration.",neutral,0.728124
00267,2016,06,2016-06,bbc_news_tv,control,it is a message they are trying to send out across the world.,neutral,0.918045
00268,2016,06,2016-06,bbc_news_tv,control,he would have thought they had lost.,surprise,0.605027
00269,2016,06,2016-06,bbc_news_tv,control,"this is the highest turnout, 73%, since 1992, so nearly 25 years, parts of the country that don’t normally get involved in the prodigal process coming out to vote wood made a huge difference.",neutral,0.53351
00270,2016,06,2016-06,bbc_news_tv,control,"there is the possibility of both an early general election and a lot of me feel that they have to use this opportunity to get rid ofjeremy corbyn and if the is an earthquake of douglas referendum, no one quite knows how the pieces will fall down.",fear,0.92384
00271,2016,06,2016-06,bbc_news_tv,control,"after more than 40 years, britain has voted to end its membership of the european union.",sadness,0.736538
00272,2016,11,2016-11,bbc_news_tv,control,exactly as you 531- more trauma.,sadness,0.604631
00273,2016,11,2016-11,bbc_news_tv,control,"given the frequency of miscarriage, which we know occurs in one in four women who have been pregnant by the age of 39, it’s a significant health concern, that such high proportions are suffering from these symptoms.",fear,0.603782
00274,2016,11,2016-11,bbc_news_tv,control,it is feeling chillier than it has been lately.,joy,0.975608
00275,2016,11,2016-11,bbc_news_tv,control,hence the flood warning fortnight right now.,fear,0.8232
00276,2016,11,2016-11,bbc_news_tv,control,"you would think they would be working its way through to shop prices going up but the way it is working is the fact that retailers are very, very nervous about the golden quarter, the final push towards christmas, and they are not wanting to put prices up just yet.",fear,0.945534
00277,2016,11,2016-11,bbc_news_tv,control,but there are people in mosul willing to risk their lives to call into an illegal radio show to tell the world what it’s really like.,neutral,0.637007
00278,2016,11,2016-11,bbc_news_tv,control,"are calling for a radical overhaul of the way england’s deals with the risk of flooding, saying with the risk of ﬂooding, saying there with the risk of flooding, saying there should be a new flood commission.",fear,0.882307
00279,2016,11,2016-11,bbc_news_tv,control,now remember who you are.,neutral,0.931225
00280,2016,11,2016-11,bbc_news_tv,control,"it is lovely here this morning, clear skies, the sun is out, but it is freezing.",joy,0.939215
00281,2016,11,2016-11,bbc_news_tv,control,"there will be a large proportion of people in the thinking i might watch that, but i might not have netflix.",neutral,0.793064
00282,2016,11,2016-11,bbc_news_tv,control,just by the way carol is dressed.,neutral,0.592978
00283,2016,11,2016-11,bbc_news_tv,control,let us know.,neutral,0.945719
00284,2016,11,2016-11,bbc_news_tv,control,"compunction today, it is chilly in the tropics.",neutral,0.569152
00285,2016,11,2016-11,bbc_news_tv,control,what is happening in the global markets.,surprise,0.535085
00286,2016,11,2016-11,bbc_news_tv,control,"are calling for a radical overhaul of the way england deals with the risk of flooding, saying there should be a new flood commissioner.",fear,0.716287
00287,2016,11,2016-11,bbc_news_tv,control,i am he has not had much sleep.,sadness,0.9798
00288,2016,11,2016-11,bbc_news_tv,control,this in the background is the sixth coach to arrive this morning.,neutral,0.536625
00289,2016,11,2016-11,bbc_news_tv,control,"coming south to patchy fog starting to lift, leaving plenty of sunshine behind.",joy,0.498757
00290,2016,11,2016-11,bbc_news_tv,control,"i’ve been to meet its stars, and we’ll hear from them later.",joy,0.892421
00291,2016,11,2016-11,bbc_news_tv,control,"patchy fog, but not as dense or as widespread as in the last couple of days.",neutral,0.525686
00292,2016,11,2016-11,bbc_news_tv,control,you’re watching breakfast from news.,neutral,0.895384
00293,2016,11,2016-11,bbc_news_tv,control,on friday eventually the rain gets into the south-east.,neutral,0.705061
00294,2016,11,2016-11,bbc_news_tv,control,hello!,neutral,0.44008
00295,2016,11,2016-11,bbc_news_tv,control,have played like -- watched the crown.,neutral,0.76692
00296,2016,11,2016-11,bbc_news_tv,control,especially in central and southern and south-eastern parts of england.,neutral,0.76734
00297,2016,11,2016-11,bbc_news_tv,control,"of that, more cloud but clearer skies.",neutral,0.789836
00298,2016,11,2016-11,bbc_news_tv,control,"minimum temperature away from central london, two or three celsius.",neutral,0.939582
00299,2016,11,2016-11,bbc_news_tv,control,"it will be a shock for trees and plants around the world today because it is colder this morning across many areas, not all, of course.",surprise,0.969566
00300,2016,11,2016-11,bbc_news_tv,control,"and the big tank battles that we’ve seen up until now, lots of heavy artillery, likely to be exchanged in the days ahead for more light weapons, street to street fighting.",neutral,0.840655
00301,2016,11,2016-11,bbc_news_tv,control,it’s taken almost two and a half years to get here and the so-called islamic state was waiting for them.,neutral,0.834558
00302,2016,11,2016-11,bbc_news_tv,control,"and this is a picture of a young man who was cycling in london, the italian who was 21 and killed in a collision in london yesterday.",surprise,0.354742
00303,2016,11,2016-11,bbc_news_tv,control,the aim is to get all of the help in place to keep people out of a costly hospital bed.,neutral,0.777934
00304,2016,11,2016-11,bbc_news_tv,control,so prices lowerfor the moment but the british retail consortium says it thinks prices could start creeping up in the new year.,neutral,0.703555
00305,2016,11,2016-11,bbc_news_tv,control,know we’ve just had half term.,neutral,0.91781
00306,2016,11,2016-11,bbc_news_tv,control,hiya.,neutral,0.902296
00307,2016,11,2016-11,bbc_news_tv,control,ireland’s centuries-old links to the are more thanjust physical.,neutral,0.943644
00308,2016,11,2016-11,bbc_news_tv,control,i do.,sadness,0.367469
00309,2016,11,2016-11,bbc_news_tv,control,"we assume hospital is the best place to go if you’re elderly and you’ve had a fall, but it can also be the place where you lose your independence.",neutral,0.830543
00310,2016,11,2016-11,bbc_news_tv,control,iraqi troops face heavy resistance from militants as they enter the outskirts of mosul.,fear,0.953301
00311,2016,11,2016-11,bbc_news_tv,control,checks are being carried out in schools and colleges following controlled explosions on a substance used in chemistry lessons.,neutral,0.305037
00312,2016,11,2016-11,bbc_news_tv,control,"and the emotional side of it, the statistics.",neutral,0.632476
00313,2016,11,2016-11,bbc_news_tv,control,and ilkay gundowan scored his second of the match to complete a memorable night for pep guardiola’s side.,joy,0.842219
00314,2016,11,2016-11,bbc_news_tv,control,drifting across southern areas and into the bit more cloud at times.,neutral,0.813836
00315,2016,11,2016-11,bbc_news_tv,control,"away from that, seven or eight.",neutral,0.938085
00316,2016,11,2016-11,bbc_news_tv,control,we will later.,neutral,0.955968
00317,2016,11,2016-11,bbc_news_tv,control,it brutal and short of all out war.,anger,0.738985
